id,exp_comment,emotion_raw,emotion
1326,Interesting to see that inflation has actually gone down. Never would’ve expected that. Then again I’m not too familiar with the factors that go into it.,5,calm
1328,Don’t believe it,1,angry
1329,The uk government is corrupt and working against the British people,1,angry
1330,where did u get this info from ??,2,anxious
1331,True?,99,NA
1334,Id understand that the UK government is working hard to decrease inflation but prices are still the concern here. There are workers barely able to even achieve enough!,2,anxious
1338,I'll believe it when I see it,2,anxious
1340,It is vibrant,4,happy
1341,"Nothing, I'm not much of a commenter",5,calm
1342,Intresting shift I hope it is a bright future for us,3,hopeful
1343,It's good to see useful information like this,4,happy
1344,No government has understood the nature of society at the moment and are oblivious as to the root cause of the issues.,1,angry
1345,I still think it will get worse,2,anxious
1346,I’m very enxcoted for this change as I have been struggling so wouldn’t a big improvement,3,hopeful
1349,It's scary times to know that we might not be able to buy our own home and also afford a very basic lifestyle. Things need to change to support young people in the UK!,2,anxious
1354,Load of lies,1,angry
1357,The cost of living has risen so everyone should live within his or her means,5,calm
1361,I am worried about the foreign students and workers coming from abroad,2,anxious
1364,"Interesting data. It's tough seeing these numbers, hoping for improvement soon",2,anxious
1365,"There’s little wonder, and very little hope",2,anxious
1366,There's a lot going on in the UK right now,2,anxious
1370,Good,4,happy
1371,good post,4,happy
1374,Fun,4,happy
1375,Things will get better its just for the youths to be patient,3,hopeful
1377,What does this mean?,2,anxious
1378,Things are getting better a little,3,hopeful
1379,It’s nice to see how much the government is improving,4,happy
1380,I wouldn’t comment,99,NA
1381,Currently things are really bad I would say but definitely everything will be very ok in the future to come if we buckle up and seat up,3,hopeful
1382,With the decrease in inflation I hope we get to see more drop inflation in the coming years,3,hopeful
1383,Things are fine,5,calm
1385,Hopeful,3,hopeful
1395,I wouldn’t leave a comment,99,NA
1396,i hope this is true,3,hopeful
1399,Its good to have optimism when the media thrives pn keeping us constantly worries,3,hopeful
1405,That's crazy!,2,anxious
1408,I'm going to end my life and I'm going to end my life and I'm going,2,anxious
1409,I feel so good about this for people who struggle and can’t afford stuff because inflation has been up for such a long time,3,hopeful
1411,i wouldnt comment,99,NA
1412,I wouldn’t comment,99,NA
1414,Hopefully they continue to drop for our future,3,hopeful
1416,Probably something sarcastic like 'bro can the gov just stop making us poorer,1,angry
1419,Inflation is ruining the country,1,angry
1420,Its a inspirational post and its amazing,4,happy
1421,20% is a bit too much don't y'all think,2,anxious
1426,n/a,99,NA
1427,Probably wouldn’t comment,99,NA
1430,because people here are non serious people and they are making difficult for immigrants to stay here they are contributing in every profession,1,angry
1431,It upgrading,99,NA
1438,Idk,99,NA
1441,Why should the next generation take on the generations before mistakes,1,angry
1443,Its very unfortunate,2,anxious
1445,I wouldn't,99,NA
1449,It's a beautiful statement with a beautiful photo of the building,4,happy
1454,The price is getting worse and the youths are feeling anxious,2,anxious
1455,took their time to lower prices.,1,angry
1461,"Yes, there’s been a slight decrease in inflation, but we need to see this. Continue alongside other economic goals.",3,hopeful
1463,"Ts is honestly disappointing to see, Im very concerned and worried about the future of our generation/",2,anxious
1468,I'm hopeful for things to get better but I also expect some set back along the way,3,hopeful
1469,I like it natural,5,calm
1471,I'm glad inflation came down at last. The Future holds something bright,3,hopeful
1473,Smile,4,happy
1474,"Just hope that this trend doesn't develop more into something uncontrollable. Even now, the prices are higher than what they used to be by a large margin.",2,anxious
1476,what source?,99,NA
1477,Im feeling worried,2,anxious
1478,"Inflation is always a thing, and the cost of living is always going up.",5,calm
1479,its great! keep going really great in advance,4,happy
1484,Nothing,99,NA
1485,I wouldn’t engage with this post,99,NA
1491,Very nice post,4,happy
1492,The price of things actually explains the cost of living,5,calm
1502,About time,4,happy
1507,Not sure,2,anxious
1508,I would not leave a comment.,99,NA
1509,It’s really a shame that us young people are going through this and the government isn’t trying to aid us with at least work at the bare minimum,1,angry
1516,Something to do with ghe cost of living,2,anxious
1517,Its getting so hard to afford basic needs,2,anxious
1519,"Good luck to them. Nothing says ""ignorance is bliss"" more than the above.",1,angry
1521,The cost and living essentials is getting expensive but we still can turn things around for the better,3,hopeful
1522,i agree,5,calm
1523,It’s encouraging to see optimism among young people despite tough times. Hope and resilience are powerful especially when supported by real changes like easing inflation. Let's keep pushing for progress and supporting one another,3,hopeful
1527,Yes it is getting hard,2,anxious
1532,yeah right,1,angry
1535,I don’t know,99,NA
1542,"Yeah, it's true",5,calm
1550,There is a great turn of event and a reason to hope again,3,hopeful
1553,Wowzers,4,happy
1554,cost of living is high but i believe the government knows what to do,3,hopeful
1555,"what is the source for this statistic, whilst it is great to be positive , is there sufficient evidence for this???",2,anxious
1556,everything is just going wrong,2,anxious
1560,Life is getting too expensive and wages don’t reflect the price increases,1,angry
1562,Disappointed but not suprised,2,anxious
1570,Kinda depressing tbh,2,anxious
1573,Not sure,2,anxious
1575,It’s horrible we cannot afford to live,1,angry
1582,Optimism is all the UK has now,3,hopeful
1584,im still poor,2,anxious
1585,This is really a progress in our economy in the past month.,4,happy
1586,Better days ahead,3,hopeful
1587,Im intrigued to see how this plays out.,5,calm
1588,I wouldn’t write anything,99,NA
1589,Hopeful,3,hopeful
1590,Inflation came down for the first time in months and I'm hoping it doesn't go up again in few months time ?,2,anxious
1595,Well let’s wait until wednesdays budget,5,calm
1598,It looks good,4,happy
1606,they should listen more to thee community,1,angry
1607,Nice,4,happy
1609,It’s reassuring,5,calm
1611,Ve Educational,99,NA
1617,That’s interesting,5,calm
1620,It is very concerning because it seems the government doesn’t even know what is going on outside their office. This really has to be looked into.,2,anxious
1622,Good,4,happy
1623,"what a travesty, makes no sense to do this to people",1,angry
1626,?,99,NA
1627,not kindly open the app,1,angry
1628,Its a good brand,4,happy
1629,no way!!,1,angry
1630,This makes me so happy that inflation has come down for like people who struggle,4,happy
1631,Hopefully prices keep going down,3,hopeful
1632,Reeves out,1,angry
1633,Taxes need to come down,1,angry
1635,"The cost of living is increasing, how do I go about my daily living",2,anxious
1639,boiii mustard u sussy boi,99,NA
1641,Things seem hopeless for young people nowadays. Working hard isnt enough any more.,2,anxious
1647,Id probably right that if it can’t be proven with facts then it’s just words,5,calm
1649,I am so done with the cost of living,1,angry
1653,"thank god inflation has come down, it shows how the economy is slightly improving",3,hopeful
1655,It hasn’t changed enough,1,angry
1656,Never leave comments,99,NA
1657,They believe everything will be ok,3,hopeful
1661,Changes should be made,3,hopeful
1662,At least some of us feel hopeful,3,hopeful
1666,Thanks for raising awareness not many people know this statistic.,5,calm
1667,cool,5,calm
1668,They should lower everything,1,angry
1669,It's not good and it needs to be sorted tbh. It's making people fear for the future generations.,2,anxious
1671,I’m so glad to see some positive trends in inflation. It is crucial that this momentum continues to benefit everyday people.,3,hopeful
1672,Please bring down the inflation people are struggling family’s,2,anxious
1673,Very concerned how I will ever buy a house in fhis markwt,2,anxious
1675,N/A,99,NA
1679,Good something needs to change,3,hopeful
1681,The Anxiety is justified. High prices and job/housing insecurity are crippling young people's future.,2,anxious
1682,so stressful,2,anxious
1685,they should reduce the cost of living,3,hopeful
1690,Nothing,99,NA
1698,"I think the country is facing serious challenges like the rising cost of living, a struggling NHS, and a lack of affordable housing—issues that are making it harder for young people to build stable lives",2,anxious
1701,????,99,NA
1703,Inflation is down.,3,hopeful
1709,Very good,4,happy
1710,Things are improving and there's hope for the future,3,hopeful
1712,The more they raise the prices the more normal people struggle and we have to sacrifice eating or heat,1,angry
1713,We need to sort this out,2,anxious
1714,"It's sad that prices increased, but however it's alright inflation recently came down. These information helps me quite alot",5,calm
1716,People who don't have jobs are struggling with the cost of living because there is no way you can get everything you need,2,anxious
1726,i wouldnt comment,99,NA
1727,I don’t think this is true,5,calm
1728,AAAAAGH OMG OMGOMG,2,anxious
1730,Crazy how all they want is to see people suffer by increasing tax,1,angry
1731,We need a higher income tax on the top 1%,1,angry
1732,N/A,99,NA
1734,X,99,NA
1736,im not sure,2,anxious
1738,And they will keep rising,2,anxious
1739,No comment,99,NA
1741,Interesting,5,calm
1748,So good it’s finally starting to come down,4,happy
1749,I wouldn't.,99,NA
1754,The uk needs to sort themselves out,1,angry
1759,Quite interesting and informing,5,calm
1767,The cost of living shouldn’t be anywhere near as much as it is nowadays,1,angry
1769,Everyone has options,5,calm
1770,This is a lie,1,angry
1772,not happening,2,anxious
1779,Worried,2,anxious
1782,The cost of living is really limiting the potentials of the young,2,anxious
1784,Prices are extortionate,1,angry
1785,i wouldnt leave one,5,calm
1786,This is very accurate,5,calm
1788,Not sure,2,anxious
1790,Damn,1,angry
1792,Not surprised,5,calm
1793,No comment,99,NA
1798,i’m not sure,2,anxious
1802,Na,99,NA
1805,I’m not sure,2,anxious
1808,What bullshit,1,angry
1809,Things need to change in this economy,2,anxious
1810,Agree withh it cost of loving us actually gone bad,1,angry
1812,The cost of living is really getting out of hands.,2,anxious
1813,the red text draws people in.,5,calm
1814,I totally agree.,5,calm
1817,I think the cost of living is a massive issue. Young people are struggling to get decent jobs and equally struggling to find somewhere to live.,2,anxious
1819,I wouldn’t comment on a post like this,99,NA
1820,Nice post,4,happy
1826,Optimistic,3,hopeful
1827,How,99,NA
1830,What percentage has the inflation dropped by? A drop in inflation does not mean inflation is no longer happening,2,anxious
1831,The working class suffers whilst mps take all our money :(,1,angry
1832,"""Finally we all dont have to worry""",4,happy
1833,"despite the cost of living coming down relative to inflation, the cumulative effective of inflation over the last three years has been unbearable for many",2,anxious
1838,We need to do something about this,2,anxious
1840,At last the uk is heading rightly,3,hopeful
1843,Use of statistics is useful,5,calm
1845,The cost of living is still rising so we'll just have to live with it,5,calm
1846,I’m anything but hopeful,2,anxious
1853,idk,99,NA
1854,Not much don't like social media it's not informative it's fearful and war mungering,1,angry
1857,We have to keep faith and protest for change.,3,hopeful
1860,Lol,4,happy
1861,Not sure,2,anxious
1863,It would be so useful,3,hopeful
1865,If we were listened to then together we could create a promising future.,3,hopeful
1868,Its hard to live when our grandparents could afford things on their salary but i doubt ill even make it to buy a house,2,anxious
1870,Joke they are !,1,angry
1872,This is very interesting,5,calm
1874,I hope they keep working harder to make inflation go lower,3,hopeful
1876,I hope inflation stops for a little while so we can save up for the next wave of inflation,3,hopeful
1878,I agree,5,calm
1879,What are they gonna do about it,2,anxious
1880,This is so fake,1,angry
1882,i worry ill never own a home,2,anxious
1884,"Good for the, can't relate?",99,NA
1887,The world is scary,2,anxious
1889,Finally!,4,happy
1890,That I don’t care,5,calm
1891,Inflation needs stopped,1,angry
1892,Everything would get better by the grace of God,3,hopeful
1893,inflation is getting worse overtime,2,anxious
1894,Work a full days work and earn some hard earned cash instead of complaining and working part time,1,angry
1896,im excited,4,happy
1897,Nice,4,happy
1898,Shush,1,angry
1899,Me personally I would not leave a comment,99,NA
1900,It is doomed,2,anxious
1903,Informative posts like this are helpful,4,happy
1908,don't know,99,NA
1911,Since youngsters are hopeful there will be a bright future,3,hopeful
1913,We need help,2,anxious
1914,I would not leave a comment,99,NA
1915,The country is going wrong,1,angry
1917,this gives me hope,3,hopeful
1920,(facepalm emoji),1,angry
1922,uh oh,2,anxious
1925,I thought it was more than that tbh but still not great,2,anxious
1927,Whether cost of living is very expensive in uk but the future opportunities are wide.,3,hopeful
1928,The government needs to fix this bro i can hardly afford diapers for my baby,1,angry
1929,I'm not hopeful,2,anxious
1933,Help those of us uk citizens who are already struggling before others,1,angry
1943,Things is not going well for the economy,2,anxious
1950,It's quite good that responsibilities are being taken by authorities and rulers.,4,happy
1951,"how they are right, how we can turn things to make things better",3,hopeful
1953,"Was bound to happen. Let’s be real, what can we do about it other than move with the times and adapt?",5,calm
1962,It's a shame it's come to this,1,angry
1963,good to see inflation coming down after the past few years which have been a strain on me financiallly,3,hopeful
1972,Government need to do better to improve the standard of living in the country,3,hopeful
1974,i dont leave comments under posts like these,99,NA
1975,It is good to be able to keep up with the recent developments,4,happy
1976,Idk,99,NA
1977,I wouldn’t get my hopes up,2,anxious
1980,Na,99,NA
1986,20% is a large increase,5,calm
1990,Our government needs to raise the minimum wage to align with the rest of the world,3,hopeful
1992,unacceptable,1,angry
1998,"I feel anxious about the coming years,because we don’t know what our faith entails for now. I hope the government is doing something about it before we are all left stranded.",2,anxious
2000,Things will get better soon,3,hopeful
2003,Things will get better don’t worry,3,hopeful
2009,It was fun and we were going,4,happy
2011,I like it,4,happy
2012,"It's nice to hear, but looking at the actual lifespan of the financial crisis we are in, it probably isn't as good as it seems. A decrease in inflation is good but ""for the first time in months"" when we have been in a financial crisis for 3 years+ doesn't mean anything. It's fluctuating - so yes, it will go down... but it will go back up. We need longevity. Overall it's great but how long will this last before it shoots up again?",2,anxious
2017,Cost of living crisis is no joke,2,anxious
2019,None,99,NA
2023,Not sure,2,anxious
2024,Not sure,2,anxious
2025,"I agree, it is worrying. It is good news that the inflation rates are starting to come down, hopefully this continues, as it’s vital that they do!",2,anxious
2026,We need lower taxes their making it hard for people on the barrier of the %40 tax bracket to live as half of their moneys being taken .,1,angry
2028,Prices are so bad and inflation is always changing making it harder to purchase items,2,anxious
2030,There is no reason other than blame the government,1,angry
2031,Fuck the government making us pay more for basic human needs like they ain't going on yats,1,angry
2032,Prices are going to keep increasing unless there's something done to lower the rate of inflation,2,anxious
2035,Cool,5,calm
2036,This is amazing and shocking as well,4,happy
2042,It is a disgrace with the way this is being handled,1,angry
2045,Everyone is really struggling right now and I worry about my children and future grandchildren with what the world will be like when they grow up,2,anxious
2049,"It’s useful to see that inflation has gone down a little, it means perhaps the situation of the cost of living may not be this dire forever.",3,hopeful
2051,Young people should always stay hopeful,3,hopeful
2058,I would not comment,99,NA
2059,"Except the inflation has already done it's damage, and young people aren't getting hired, so what money can we use to live?",2,anxious
2060,With the way things are going 2026 isn't gonna be easy,2,anxious
2064,The issue should be resolved soon,3,hopeful
2066,I would say “people like young children and adults don’t have to worry about the outcome the country is going to have if the government keep doing their job and protecting their country”,3,hopeful
2071,I would suggest they increas the wages,3,hopeful
2072,Hope for the best as giving up is not a solution,3,hopeful
2075,They’ll still be hiking prices,2,anxious
2077,Who did you poll for this,2,anxious
2078,Some hope apart from the cost of living,3,hopeful
2081,Things will get better if we continue as we are,3,hopeful
2084,We need to act now! The government needs to help young people stay in the uk,1,angry
2085,I would say something like the cost of living problem is getting out of control.,2,anxious
2088,nothing,99,NA
2089,"We are in a cost of living crisis and it’s not getting any easier, so many families are struggling to put food on the table or to keep their house warm. And it’s getting worse and worse",2,anxious
2094,tell em bestie,99,NA
2095,Good to see it’s coming down ?,4,happy
2098,Hmm,99,NA
2100,Good to see that inflation has come down,4,happy
2106,i think it’s concerning and government should provide ways to get the more future jobs,2,anxious
2108,"the way things are going rn, i feel uncertain for the future of the uk",2,anxious
2109,There is hope for the future but we have to push for what we need and have a day in our future,3,hopeful
2111,"It'll be okay, hopefully prices and inflation get sorted out once the government realise everyone is suffering",3,hopeful
2115,its useful to see these statistics,5,calm
2120,N/A,99,NA
2121,Yes I am optimistic,3,hopeful
2128,I don’t know why the prices go up,2,anxious
2129,i hope things get better for you guys. hang in there,3,hopeful
2131,Cost of living is ruining us at this rate I’m never going to be a home owner,2,anxious
2133,Things are bad we need help,2,anxious
2134,Currently going through hard Financial Times but I’m hoping a miracle happens,3,hopeful
2141,worried for the future but staying optimistic,2,anxious
2144,It will get better if inflation came down again,3,hopeful
2147,"The UK economy has'nt been favourable for some years now, however the country seems to make a bit of progress compared to before",3,hopeful
2152,Brixit was the problem,1,angry
2154,I am sure things will get better,3,hopeful
2156,It’s about time they solved the problem of the cost of living but I wouldn’t be surprised if the prices are still rising.,2,anxious
2162,Tax the rich,1,angry
2163,Nice things would surely get better,3,hopeful
2165,Feeling optimistic,3,hopeful
2168,Thank god maybe there’s hope,3,hopeful
2170,i agree with this,5,calm
2173,"And they’re still surprised why there’s been a rise in people going on welfare. It’s making me, aswell as many other people, extremely worried about our futures.",2,anxious
2174,Finally,3,hopeful
2177,I'm worried about how to afford a lot of things nowadays. Even the bear necessities.,2,anxious
2180,Need to work on our economic,2,anxious
2183,That doesnt actually reflect what people think,1,angry
2185,Prices are a nightmare,1,angry
2188,At least there is a tinker of hope that the current living situation and economic situations will not be pressuring,3,hopeful
2189,Interesting topic,5,calm
2192,I dont leave comments,99,NA
2199,it’s really becoming so bleak,2,anxious
2203,The should amidst lovely crisis,99,NA
2204,Honestly the high cost of living is really worrying and settling fear in people's mind,2,anxious
2206,Lower the housing prices,1,angry
2207,These reports are useful to see an accurate insight to the living costs of the UK atm,5,calm
2212,"More needs to be done. Major companies, that are owned by billionaires, aren’t getting taxed",1,angry
2213,We need a priminister thats a uk version of Trump.,1,angry
2217,"I believe young people’s resilience and creativity will keep driving progress—tough times don’t last, but hopeful minds do.",3,hopeful
2219,This is goodnews,4,happy
2220,There in no hope for young people,1,angry
2233,"The cost of living crisis needs to be sorted out!! People are struggling to survive, it should not be like this.",1,angry
2236,It's encouraging to see young people staying optimistic.,3,hopeful
2247,Can’t even afford Christmas,2,anxious
2249,Follow up by asking if they have a full report available to read with verifiable stats,5,calm
2252,Inflation is a major problem that needs to solved first,2,anxious
2253,Prices will turn eventually if people try to change it,3,hopeful
2255,Probably a fluke as the general trend still shows a rise in inflation and cost of living.,2,anxious
2257,It’s a good view,4,happy
2260,It's a good thing you can do this for you,3,hopeful
2262,UK is going down hill.,1,angry
2263,Everything is awful,1,angry
2264,I hope the government can take better action to create a better economic future for the coming generations,3,hopeful
2265,It's a great one,4,happy
2266,The country is falling apart,1,angry
2267,"Young people are being squeezed from every angle—rising costs, stagnant wages, and uncertainty. We need real solutions, not just promises",2,anxious
2269,Hopefully it stays on the same route of decreasing inflation.,3,hopeful
2270,i’m not sure about that,2,anxious
2273,Let's just focus on what's best for us,5,calm
2277,"We need more comparison on Fred’s over the years, particularly positive ones",3,hopeful
2280,It's not enough,1,angry
2281,Nothing,99,NA
2282,Good communication,4,happy
2284,Let's see what hopeful leads us to,3,hopeful
2286,Lets see if it gets back down too pre covid inflation levels then be optimistic,3,hopeful
2289,It shouldnt be because they should consider the pure. Even if it will rise it should be a gradual process,5,calm
2292,I wouldn’t leave a comment,99,NA
2294,It's a good news,4,happy
2295,things are awful and i’m worried about the future for our children,2,anxious
2296,It is a mssive probelm prices increase but wages stay the same so loads of familys end up in poverty,1,angry
2298,"I’m worried about the price off things and the inflation , I honestly wish and pray things keep getting  better",2,anxious
2300,"great, thanks for the post!",4,happy
2303,"We can just hope for a better future. Change is brought about by individuals holding those in power responsible, we didn’t end up here by accident.",3,hopeful
2304,Things are not so good now but they is hope ahead,3,hopeful
2305,"?It’s been a tough few years with prices rising so fast, but the recent easing of inflation gives me some hope. There’s still a lot of work to do to make life fairer and more affordable, but I’m optimistic that positive change is possible if we keep pushing for better policies and opportunities for everyone.",3,hopeful
2308,“Ts is BS”,1,angry
2311,im worried about what's next,2,anxious
2318,None yet,99,NA
2320,Hmmm,99,NA
2322,The uk is a joke,1,angry
2324,"If the decrease in inflation isn't materially benefitting working families, the problem isn't over",2,anxious
2325,It's interesting to see how trends can differ over time.,5,calm
2326,The worls honestly is falling apart at the seems its time for change people,2,anxious
2330,this gives me hope for young people for the future,3,hopeful
2333,And yet farage wants to decrease minimum wage like thats gonna help,1,angry
2335,n/a,99,NA
2338,Rubbish,1,angry
2341,Sounds like good news! Whys it coming down though?,2,anxious
2342,"Even though prices are coming down, there is still a cost of living crisis. General shopping like food and clothing is still at a high rate of price that people cannot afford",2,anxious
2343,I wouldn’t,99,NA
2344,No,99,NA
2345,I don’t left comments,99,NA
2350,Things are getting really though for the common man. Somethings needs to be donr about this.,2,anxious
2358,I’d say it’s absolutely ridiculous,1,angry
2359,Things are really getting out of hand and I fear for the future generations,2,anxious
2360,I guess we have to Work harder then,3,hopeful
2376,inflation is going down but prices are still rising??,2,anxious
2380,"I dont think I would leave a comment, not too much going on here.",99,NA
2382,It interesting on how different trends are developing same time,5,calm
2383,Nothing,99,NA
2388,"It not easy, but we have to keep working hard to achieve our goals",3,hopeful
2390,great to see the wonder,4,happy
2394,NONE,99,NA
2395,Are there steps or measures that could be put in place and if so how would we be able to achieve these,3,hopeful
2397,"the uncertainty makes it hard for young people to live there lives, start families, have financial freedom",2,anxious
2399,It’s a concern,2,anxious
2404,I am really looking forward to the things the government will do in the nearest future,3,hopeful
2412,It is a great information to know at least one can understand how things are going with it,4,happy
2422,The cost of living crisis is ruining our country.,1,angry
2423,Finally,3,hopeful
2426,"Rising costs are clearly hitting people hard. Hopefully the recent dip in inflation is a sign things will stabilize, but real support and long-term solutions are still needed.",3,hopeful
2427,"Rightfully so, the cost of living has become dire",1,angry
2429,interesting!,4,happy
2430,The government is not certain of what's good for the country anymore,2,anxious
2431,I pray inflation go down quickly,3,hopeful
2432,Interesting,5,calm
2434,We need to lower the prices of things now,1,angry
2439,The cost of living is a joke,1,angry
2440,Yay. They didn’t consult many people did they ?,1,angry
2441,Oh no,2,anxious
2443,Doesn’t seem like it but it sounds good,5,calm
2446,"We all need to work harder to get by, also demand a fare deal from the government",1,angry
2447,I usually don't comment,99,NA
2455,Its helpful,4,happy
2460,I honestly wish it shouldn't affect employment opportunities for upcoming college graduates,2,anxious
2461,What’s happening to this country,2,anxious
2462,THIS IS GOOD NEWS FOR EVERYONE,4,happy
2465,probably nothing,5,calm
2467,"Things are bad and won’t get any better, the lefties are ruining our country",1,angry
2471,All because of illegal immigration,1,angry
2473,reports like these are really useful and understanding!,4,happy
2474,VOTE REFORM,3,hopeful
2477,I dont get how prices are still climbing then,2,anxious
2481,im not sure,2,anxious
2483,Not sure,2,anxious
2486,The world has a lot of digital assets and means to make extra money online. I believe things can get better with time,3,hopeful
2487,I don’t think it’s come down at all if anything I think it’s got worse in the last year too,2,anxious
2490,as a young person myself i am already struggling with the cost of living and cutting down on how much i eat to get by,2,anxious
2491,Im worried about inflation rn but I’m hoping it’ll get better soon,2,anxious
2498,"The best hope is for wages to increase, prices never come down",3,hopeful
2499,Optimistic,3,hopeful
2501,They are nice,4,happy
2507,I would say there very bad at the minute I don’t enjoy paying for overpopulation,1,angry
2510,Raising concern,2,anxious
2512,"""I completely agree – the rising cost of living is overwhelming. It's hard to plan for the future when basic needs are becoming unaffordable.""",2,anxious
2513,The economy is bad,2,anxious
2515,The idea is scary,2,anxious
2516,This information is helpful because it gives latest information on the issues in the UK.,5,calm
2517,They should lower the prices they are so many issues in the world why make another,1,angry
2518,I’m concerned and know the government will do nothing to help we are screwed,2,anxious
2519,That this is great news.,4,happy
2524,This is fake,1,angry
2533,hopefully it keeps going down!,3,hopeful
2539,Call for improvement,3,hopeful
2545,thanks for the update,5,calm
2546,Something needs to be done,2,anxious
2554,It's a good thing that the government is doing something about the cost of living,3,hopeful
2558,Nothing,99,NA
2559,I'll believe it when I see it. The rich get richer.,2,anxious
2560,Bad times,2,anxious
2561,Nasayer will esqusire,99,NA
2562,true,99,NA
2564,I think the cost of living crisis is an absolute joke at the end of the day we are ok to give 1.7 Millon to forraners but can't afford to live for our selfs,1,angry
2567,Lets focus on issues like this opposed to immigration,5,calm
2569,We need the deflate,2,anxious
2578,this feels quite sad which is true in my opinion,99,NA
2591,I know the government needs to do more to help those struggling,3,hopeful
2594,What,99,NA
2595,Nothing,99,NA
2604,I wouldn’t,99,NA
2621,I hope it doesn't hinder job opportunities for the new college graduates,2,anxious
2622,Really hope it gets better,3,hopeful
2623,This is fi e,99,NA
2624,This is crazy something must be done,1,angry
2626,Hopefully stays down,3,hopeful
2631,I do not tend to leave comments on posts,5,calm
2632,The government is fucking with our futures,1,angry
2633,Seek for solution to the rising of cost of living. Good resesarch,3,hopeful
2634,Good news,4,happy
2638,The uk cannot feel hopeful if they are not doing enough to help people!,1,angry
2639,I am not optimistic,2,anxious
2641,It is a sign of hooe,3,hopeful
2642,I hope the good times last.,3,hopeful
2643,Unsurr,99,NA
2644,And the government do not care,1,angry
2645,The main issue in UK,99,NA
2651,I would write good things,3,hopeful
2652,Damn that's crazy what do we do now,2,anxious
2655,I wouldn’t,99,NA
2661,Yeah price of things are so high and is likely to be getting worse daily but I trust our government will find something to do about it,3,hopeful
2665,This is a welcome development,4,happy
2666,Well,99,NA
2667,N/A,99,NA
2668,"Its impossible to afford anything now a days, young people are never going to be able to afford homes and i dount it will change any time soon",2,anxious
2671,Nothing,99,NA
2673,"prices have been high this past few years, it's about time inflation start to ease up. i hope this update last forever",3,hopeful
2674,That things will get better if people want it or,3,hopeful
2675,Omg!,4,happy
2678,That's crazy,2,anxious
2679,It will be better if the statistics were made available to every one,3,hopeful
2681,Nice,4,happy
2683,Not gonna happen,1,angry
2685,We’re all fuckrd,2,anxious
2686,Question everything.,5,calm
2687,i don't know how the government could let this happen when so many people already struggle to live,1,angry
2688,I’m concerned about the future,2,anxious
2694,wow,4,happy
2697,girl i am NEVER buying a house???? we are cooked,2,anxious
2698,I agreed with this statement,5,calm
2704,I wish can be better than they are now,3,hopeful
2706,good,4,happy
2713,never gonna own a home,2,anxious
2715,This is great but how true is it,2,anxious
2722,The prices might be bad now but soon they will get better,3,hopeful
2726,I’m not sure,2,anxious
2727,swear down,99,NA
2728,This is so bad I’m scared for my future,2,anxious
2731,I’m also worried about the future and how I can make a stable living and what makes good money to live on and what is least likely to get effected,2,anxious
2732,"Inflation has consistently going up, are the government doing anything about it, this is quite disturbing.",2,anxious
2735,This is good,4,happy
2736,something needs to change,2,anxious
2737,Good to hear that,4,happy
2739,Nothing,99,NA
2740,Governement needs to do more to help this to happen,3,hopeful
2741,I would not know,99,NA
2744,"If it continues going this way, I think everyone should be concerned about their future.",2,anxious
2747,They should do a better job,1,angry
2748,BS!,1,angry
2750,Some people don’t know what’s happening as the news is confusing and the figures are always changing,2,anxious
2751,WOW,4,happy
2752,Idk atill,99,NA
2755,better shift down people are poor as hell nowadays,1,angry
2758,Thank God inflation reduced at least.,3,hopeful
2762,I hope we can turn things around with this issue,3,hopeful
2763,I understand that its hard but we need to move through this,3,hopeful
2765,scary to know how it could change so quickly,2,anxious
2783,we need way more,2,anxious
2784,this sucks,1,angry
2787,upsetting!,1,angry
2789,ew,1,angry
2793,Whoaw,99,NA
2794,I woudl've said that we'll have to wait and see if anything changes within the economy,2,anxious
2797,What are the actual statistics of this and for what price?,2,anxious
2799,Lower the prices,1,angry
2803,"Sounds good, but why?",2,anxious
2805,I’m scared for my future,2,anxious
2810,i woudlnt comment,99,NA
2814,the cost of living is getting so bad to the point we will have to pay to breathe,1,angry
2816,"Even if inflation is coming down, if the cost of living continues to rise, it doesn’t make a difference. Cut wasteful spending instead of rising taxes.",1,angry
2817,Innovation should help to improve things,3,hopeful
2818,"Whilst it's good that it is coming down, the current effects of inflation are still causing people to struggle to keep afloat.",2,anxious
2819,Terrible,1,angry
2822,yeah,99,NA
2823,I hear you,5,calm
2825,None,99,NA
2829,Complete bullshit,1,angry
2831,People are really stupid,1,angry
2833,I wouldn’t comment,99,NA
2839,thank my nation,4,happy
2840,The cost of living is a big concern!,2,anxious
2841,20% is crazy is three years,1,angry
2842,None,99,NA
2843,So bad,1,angry
2845,????,99,NA
2850,not sure,2,anxious
2858,Nothing,99,NA
2863,Nothing,99,NA
2865,i like the way that the picture was taken,4,happy
2872,Finally a change of inflation,3,hopeful
2877,I wouldnt,99,NA
2884,"i hope so, people are stuggling here",3,hopeful
2890,That there is hope for young people today in the uk despite having faced inflation challenges,3,hopeful
2892,Things are really bad at the moment and it doesn't look like it will get any better it is scary.,2,anxious
2899,not sure if i believe it tbh,2,anxious
2900,"This country is on the brink, its a shame to watch it crumble because of inadequate leadership",1,angry
2904,Nothing,99,NA
2906,Same,99,NA
2917,n/a,99,NA
2921,Housing prices have went up 80% since the 1970’s whilst income hasn’t even risen half of that so I doubt it,2,anxious
2923,Hopefully the inflation keeps going down to a point where we can all live comfortably,3,hopeful
2929,No comments,99,NA
